10000
person : Paavo Nurmi001 | ethnic group : Finnish | person has ethnicity
person us : Brittany Murphy | person : Simon Monjack | has spouse
comedian : John Estrada | person : Priscilla Meirelles | has spouse
person : Russell Brand001 | person north america : Katy Perry | has spouse
person : Hill | person canada : Tim Mcgraw | has spouse
person : Hind | person : Abu Sufyan | has spouse
person us : Seth Rogen | person canada : Brad | has spouse
musician : Gerry Goffin | person : King | has spouse
person : Eminem | person : Jennifer | has spouse
actor : Paul Anderson | celebrity : Milla Jovovich | has spouse
person : Emilio | person : Gloria Estefan001 | has spouse
person : Liev Schreiber | actor : Naomi Watts | has spouse
person : Grey | person canada : Brad | has spouse
person canada : Jonna Walsh | person : Lee Dewyze | has spouse
person : Duke | person : Henry | has spouse
person : Duke | person : Medici | has spouse
person : Andre Benjamin | person : Erykah Badu | has spouse
person : Earl | person : Henry | has spouse
professor : John Smith | male : Alex Scott | has spouse
professor : John Smith | comedian : Jada Pinkett Smith | has spouse
actor : Jake Gyllenhaal | person : Witherspoon | has spouse
person : Kellan Lutz | person canada : Sharni Vinson | has spouse
actor : Cynthia Bailey | person europe : Peter Thomas | has spouse
person : Depp | person canada : Brad | has spouse
person : Penelope Cruz | person us : Javier Bardem | has spouse
person : Penelope Cruz | person : Bardem | has spouse
person north america : President Bill Clinton | female : Hillary | has spouse
person : Dali | person : Gala | has spouse
person : Dahl | person : Patricia Neal | has spouse
person : Dawn | politician us : Chris Lee | has spouse
person : Charlotte Lucas | person : Collins001 | has spouse
person : Joaquin Phoenix | person canada : Brad | has spouse
person : Dodi | celebrity : Princess Diana | has spouse
person : Doni | writer : Jones | has spouse
person : Doug | person : Friends | has spouse
person us : Mick Jagger | person : Jerry Hall | has spouse
person us : Mick Jagger | person : L Wren Scott | has spouse
person : Leonardo Dicaprio | athlete : Bar Refaeli | has spouse
politician us : President Ronald Reagan | politician us : Nancy Reagan | has spouse
person : Diaz | person : Jennifer | has spouse
person : Tom Hanks | female : Rita Wilson | has spouse
person : Kelli Carpenter | person us : Rosie O Donnell | has spouse
person us : Andy Warhol | person : Morrissey | has spouse
person : Evil | person : Eden | has spouse
person : Paul Bettany | female : Jennifer Connelly | has spouse
person : Nicole Kidman | person : Cruise | has spouse
female : Michelle Pfeiffer | person canada : David E's Kelley | has spouse
celebrity : Milla Jovovich | actor : Paul Anderson | has spouse
person : Christian | person : Kent | has spouse
person : Christina | actor : Jordan Bratman | has spouse
person : Elisabeth | monarch : Zacharias | has spouse
politician us : Kline | person : Phoebe Cates001 | has spouse
person : Beyonc | male : Jay Z | has spouse
person : Wife Sarah | male : Isaac | has spouse
person : Eden | person : Temple | has spouse
person : Eden | person : Cain Slew Abel | has spouse
person : Eden | person : Youth | has spouse
person : Eden | person : Mabel | has spouse
person : Eden | person : Dna | has spouse
person : Eden | person : Beatrice | has spouse
person : Eden | person : Eve001 | has spouse
person : Eden | person : Evil | has spouse
person : Eden | person : Wife Eve | has spouse
person : Eden | person : Mark Twain | has spouse
person : Eden | person : Savior | has spouse
person : Eric | athlete : James Harden | has spouse
person : Eric | person : Minnesota | has spouse
person : Eric | person north america : Kevin Love | has spouse
person : Eric | person : D J's Augustin | has spouse
person : Eric | person : Rudy Gay | has spouse
person : Eric | person : Deandre Jordan | has spouse
person : Eric | person : Jamie | has spouse
person : Stephen Belafonte | person : Mel | has spouse
person : Emma | person : Nelson | has spouse
person : Emma | writer : Smith | has spouse
model : Maria | person : John | has spouse
person : Bono | person : Jolie | has spouse
person : Boyd | coach : David Steckel | has spouse
person : Eduardo Cruz | person : Longoria | has spouse
person : Julie Chen | person : Les Moonves | has spouse
person : Axel | person : Margaretha | has spouse
person : Michael | person : Judith Miller001 | has spouse
person : Beth | person : Peter | has spouse
person : Ball | comedian : Gary Morton | has spouse
female : Mnemosyne | male : Zeus | has spouse
person : Coco | person : Ice T | has spouse
person canada : Wayne Newton | person : Anastacia | has spouse
person : Russell Simmons | actor : Kimora Lee | has spouse
person : Tonya Lewis Lee | person : Spike Lee | has spouse
person : Simon Lebon | person : Yasmine | has spouse
person : Curt | person : Hall of Fame | has spouse
journalist : Richard Palmer | person : Raquel Welch | has spouse
person : June Carter Cash | musician : Johnny Cash | has spouse
person : Randy Gerber | person us : Cindy Crawford | has spouse
person us : Jane Birkin | visual artist : Schiele | has spouse
person : Fanny Brawne | person us : John Keats | has spouse
person : Jason Marquis | person : Penny | has spouse
female : Anne Hathaway | person : Jennifer | has spouse
director : Stephen Spielberg | person : Kate Capshaw | has spouse
person : Lebron James | person : Savannah | has spouse
person : Cher | politician us : Sonny Bono | has spouse
person : Cher | person canada : Greg Allman | has spouse
person canada : Dan Gilroy | person : Rene Russo | has spouse
person : Kate Hudson | person us : Chris Robinson | has spouse
person : Kate Hudson | person : Matthew Bellamy | has spouse
celebrity : Kimberly Williams Paisley | actor : Brad Paisley | has spouse
person : Abhishek | person : Aishwarya | has spouse
celebrity : Alanis Morissette | person : Mario Treadway | has spouse
person us : Joe Henderson | person : Dexter | has spouse
person : Wright | politician us : Bob | has spouse
person : Richard | person : Lois | has spouse
person : Bijou Phillips | person : Danny Masterson | has spouse
person : Justin | female : Jessica | has spouse
person : Ange | person : Pitt | has spouse
person : Andy | person : Debbie | has spouse
person : Anne | person : Henry | has spouse
person : Anna | person : Edward | has spouse
person : Anna | person : Augustus | has spouse
person : Alex | person mexico : Dmitri Young001 | has spouse
comedian : Kevin Spacey | person : Pitt | has spouse
actor : Adrienne Bailon | person north america : Robert Kardashian | has spouse
person : Benji Madden | person : Eliza Doolittle | has spouse
athlete : Mario Lopez | person : Karina Smirnoff | has spouse
person : Mark Wilkerson | person canada : Melissa Joan Hart | has spouse
person : Lindsey Shaw | person : Ethan Peck | has spouse
person : Jean Armour | person us : Robert Burns | has spouse
person : Pete Sampras | person : David | has spouse
person us : Anna Faris | actor : Chris Pratt | has spouse
politician us : Us Senator | politician us : Hillary Clinton | has spouse
person north america : Nick Zano | actor : Haylie Duff | has spouse
athlete : Janko Tipsarevic | person : Feliciano | has spouse
person : Richardson | coach : Kyle Clifford | has spouse
male : Seth Rogen | actor : Lauren Miller | has spouse
celebrity : Khadijah | person : Muhammad001 | has spouse
politician us : Carl Smith | person : Johnny Cash | has spouse
person africa : Edward Norton | person : Pitt | has spouse
person us : Gary Sheffield | person : Penny | has spouse
person : Kenny G | person : Lionel | has spouse
male : Jordan Farmar | person : Penny | has spouse
person canada : Elizabeth Taylor | person canada : Richard Burton | has spouse
person canada : Elizabeth Taylor | person : Mike Todd | has spouse
celebrity : Mae Questel | actor : Jack Mercer | has spouse
celebrity : Dicaprio | person : Bar Rafaeli | has spouse
person : Eve001 | person : Cain and Abel | has spouse
person : Eve001 | person : Lord | has spouse
person : Eve001 | person : Ark | has spouse
person : Eve001 | person : Marriage | has spouse
person : Eve001 | person : Woman001 | has spouse
person : Eve001 | person : Devil | has spouse
person : Eve001 | person : Darwin | has spouse
person : Eve001 | person : Sin | has spouse
person : Eve001 | person : G D | has spouse
person : Eve001 | person : Allah | has spouse
person : Eve001 | person : Eden | has spouse
person : Bruce Weber | person : Photographer | has spouse
person canada : Tim Burton | person : Helena Bonham Carter | has spouse
person australia : Michael Cameron | person canada : Beverley Mitchell | has spouse
comedian : Jada Pinkett Smith | professor : John Smith | has spouse
person : Kenneth | person : Renee | has spouse
person : Andrew Garfield | celebrity : Emma Stone | has spouse
person canada : Sara Macdonald | person : Noel Gallagher | has spouse
person canada : Hugh Jackman | female : Deborra Lee Furness | has spouse
person : Jennifer Meyer | person : Tobey Maguire | has spouse
female : Kelly Rutherford | person : Daniel Giersch | has spouse
male : Thoth | female : Maat | has spouse
person canada : David Alan Grier | person : Christine Kim | has spouse
actor : Beth Riesgraf | person : Jason Lee | has spouse
person : Maddox | person canada : Brad | has spouse
person : Schwarzenegger | person : Shriver | has spouse
person : Freud | person europe : Martha | has spouse
person : Frank | person : Gail Zappa | has spouse
person : Frank | person : Nadine | has spouse
female : Courtney Stodden | person : Doug Hutchison | has spouse
male : Shahrukh Khan | person : Aishwarya | has spouse
politician : California Governor Jerry Brown | celebrity : George Lucas | has spouse
athlete : James Harden | person : Eric | has spouse
person canada : Sandra Knight | person : Nicholson | has spouse
person canada : Sandra Knight | person : Jack Nicholson | has spouse
person : Reese Witherspoon | person north america : Jim Toth | has spouse
person : Kathryn | person : Rick | has spouse
celebrity : Alicia Silverstone | person : Jennifer | has spouse
person : Mark Martin | politician us : Jeff | has spouse
comedian : Rob Morrow | person : Debbon Ayer | has spouse
person : Manyata | person australia : Sanjay Dutt | has spouse
actor : Brad Paisley | celebrity : Kimberly Williams Paisley | has spouse
male : Rebekah | person : Isaac | has spouse
person : Fonda | person : Tom Hayden | has spouse
person us : Gerard Butler | person canada : Brad | has spouse
person : Eva001 | person : Tony Parker | has spouse
person : Eva001 | person : Kerry Washington001 | has spouse
person : Eva001 | person : Nicollette Sheridan | has spouse
person : Tori Spelling | person : Dean Mcdermott | has spouse
person : Longoria | person : Tony Parker | has spouse
person : Longoria | person : Eduardo Cruz | has spouse
person : Hathor | person : Horus | has spouse
female : Michelle Obama | politician : Vice President Joe Biden | has spouse
female : Michelle Obama | politician us : State Hillary Clinton | has spouse
female : Michelle Obama | person : President | has spouse
female : Michelle Obama | politician : President Barack | has spouse
female : Michelle Obama | person : President Elect | has spouse
female : Michelle Obama | politician us : Barack Obama | has spouse
female : Michelle Obama | politician us : President Obama | has spouse
female : Michelle Obama | person : Mr's Obama | has spouse
